client_id,age,income,credit_score,loan_amount,loan_term_months,interest_rate,employment_status,has_default_history,default
1081,41,102711,509,32707,48,29.71,employed,0,1
1082,19,134187,417,4278,36,26.27,unemployed,0,1
1083,62,46385,676,8296,36,22.63,self-employed,0,0
1084,43,58158,839,26398,12,29.62,unemployed,1,1
1085,31,43019,383,36842,60,16.77,self-employed,0,1
1086,73,38639,753,14261,36,18.43,self-employed,0,0
1087,68,105530,813,12173,12,26.9,employed,0,1
1088,24,119911,686,31449,48,15.73,employed,0,0
1089,20,41563,649,42080,36,6.92,unemployed,1,1
1090,64,59341,595,2637,60,7.23,employed,0,1
1091,40,135672,557,32781,36,8.46,employed,1,1
1092,63,25776,380,14652,48,31.09,employed,0,1
1093,60,56444,567,6103,36,19.17,employed,0,1
1094,64,88916,718,26500,60,26.39,unemployed,1,1
1095,62,28711,534,35800,12,16.79,unemployed,0,1
1096,35,94318,610,36529,60,12.76,employed,0,0
1097,55,102970,656,48963,12,15.42,employed,0,0
1098,52,132301,512,19452,24,28.83,self-employed,0,1
1099,68,105553,348,32174,60,23.76,employed,0,1
1100,32,50707,426,36436,60,33.13,unemployed,0,1
1101,42,59110,522,48406,48,25.39,employed,0,1
1102,72,149410,578,16954,36,22.11,employed,1,1
1103,54,81788,707,18186,12,23.31,employed,1,1
1104,45,102879,804,13356,12,33.27,unemployed,0,1
1105,27,58827,593,33963,48,28.65,self-employed,0,1
1106,56,127188,576,3187,48,5.72,self-employed,0,1
1107,74,25655,737,12707,36,21.02,employed,0,0
1108,34,64859,406,36098,36,25.65,self-employed,1,1
1109,56,73625,719,27935,60,27.46,self-employed,0,1
1110,39,72098,728,22225,24,11.39,employed,0,0
1111,43,35251,674,4606,36,31.02,employed,1,1
1112,61,142413,372,33828,48,33.68,employed,1,1
1113,42,20526,329,27489,36,12.1,employed,0,1
1114,34,88760,487,15387,12,31.48,employed,0,1
1115,30,67837,663,4927,24,7.91,employed,0,0
1116,37,145133,750,7296,60,6.67,employed,1,1
1117,42,149478,494,31444,12,8.88,employed,0,1
1118,21,31536,455,47390,12,6.73,employed,0,1
1119,27,48541,471,47893,24,30.35,unemployed,0,1
1120,20,99083,340,3591,60,6.77,employed,0,1
1121,58,71027,362,45895,48,13.15,employed,0,1
1122,62,54531,322,49516,60,8.11,employed,1,1
1123,35,28712,659,27147,36,13.86,self-employed,1,1
1124,64,124101,374,39889,12,7.72,employed,1,1
1125,53,85455,417,2200,36,25.04,self-employed,0,1
1126,64,94744,679,16721,48,9.0,employed,0,0
1127,39,141787,589,20238,36,30.56,self-employed,1,1
1128,51,149749,739,12087,60,29.52,employed,0,1
1129,64,25109,306,31816,36,5.41,self-employed,0,1
1130,25,141332,495,24408,48,31.87,employed,0,1
1131,57,69268,720,40740,48,5.87,employed,1,1
1132,66,120737,492,1136,48,12.19,employed,0,1
1133,61,74615,447,18413,60,5.97,employed,1,1
1134,36,102503,501,49114,48,15.08,unemployed,0,1
1135,59,143274,743,19978,12,20.42,self-employed,0,0
1136,58,49759,718,1661,48,28.9,employed,0,1
1137,54,105708,726,36240,36,15.14,employed,0,0
1138,23,80112,778,28253,36,26.16,unemployed,0,1
1139,69,122471,774,27884,36,10.63,employed,1,1
1140,43,146740,425,33854,60,27.52,self-employed,0,1
1141,51,143153,694,11704,36,12.08,unemployed,0,0
1142,73,46589,624,39987,60,9.31,unemployed,0,0
1143,62,50015,691,25527,60,10.56,employed,0,0
1144,23,49009,739,17322,48,10.46,employed,0,0
1145,54,103309,503,48517,12,20.39,employed,0,1
1146,74,146446,785,7968,48,30.34,self-employed,1,1
1147,50,82046,330,28518,48,7.39,employed,0,1
1148,70,126661,687,47364,60,26.21,employed,0,1
1149,39,46143,733,28886,60,24.63,employed,0,0
1150,38,26154,675,2700,36,31.18,employed,0,1
1151,23,41804,643,29246,36,12.32,self-employed,1,1
1152,23,61688,742,36468,48,18.5,employed,0,0
1153,72,84288,374,24199,24,32.77,employed,1,1
1154,65,71195,454,45589,24,24.8,employed,0,1
1155,21,40581,729,33115,36,16.66,unemployed,0,0
1156,47,72648,662,6520,24,8.94,employed,1,1
1157,28,50087,747,45278,36,12.87,self-employed,0,0
1158,47,69930,533,37455,60,22.44,unemployed,0,1
1159,48,52981,561,21929,48,26.55,employed,0,1
1160,41,89298,424,42605,12,8.73,employed,1,1
1161,72,66167,544,15955,48,22.99,unemployed,0,1
1162,26,95304,841,45049,36,21.51,employed,0,0
1163,72,63408,784,14917,36,20.42,employed,0,0
1164,20,59499,421,5757,48,25.7,employed,0,1
1165,68,145816,424,14045,36,30.12,employed,1,1
1166,48,72269,848,42680,24,14.69,self-employed,0,0
1167,57,58559,469,5733,24,31.67,unemployed,0,1
1168,54,134126,423,31954,36,9.82,self-employed,1,1
1169,53,94319,334,32135,36,10.19,employed,0,1
1170,41,131925,386,8081,24,13.0,employed,0,1
1171,48,115317,500,42458,36,8.59,employed,0,1
1172,23,116347,668,24501,36,11.91,employed,0,0
1173,19,68787,376,22113,48,8.19,self-employed,0,1
1174,37,55488,358,35441,12,29.65,employed,0,1
1175,45,94441,730,48086,24,9.17,self-employed,0,0
1176,28,94663,799,25690,48,27.42,employed,0,1
1177,21,42431,408,44939,12,6.44,employed,0,1
1178,32,81681,577,30345,36,33.46,employed,0,1
1179,23,83483,367,47313,36,26.33,employed,0,1
1180,71,142720,368,45571,48,5.2,employed,1,1
1181,66,69153,464,27829,36,27.92,self-employed,0,1
1182,47,26368,788,36062,60,20.42,self-employed,0,0
1183,73,47424,604,4630,48,28.38,self-employed,0,1
1184,55,132360,664,48861,12,20.67,unemployed,1,1
1185,68,65004,678,32870,48,24.23,employed,1,1
1186,74,103869,642,48221,24,28.59,employed,0,1
1187,19,108652,653,45942,48,17.15,employed,0,0
1188,32,132755,715,4453,36,5.08,self-employed,0,0
1189,28,76985,408,38275,36,30.5,employed,0,1
1190,25,70069,796,44370,60,16.43,self-employed,0,0
1191,43,72326,640,39396,60,19.88,employed,1,1
1192,68,128737,682,9328,60,5.23,unemployed,0,0
1193,62,101061,832,16534,12,19.76,unemployed,0,0
1194,61,43398,599,20744,60,34.59,employed,0,1
1195,22,118393,438,20389,12,13.35,employed,0,1
1196,23,70861,658,37320,60,16.86,employed,1,1
1197,43,95897,798,36010,12,25.62,employed,1,1
1198,71,101905,684,15665,48,29.44,employed,0,1
1199,21,147118,579,38865,48,17.52,self-employed,0,1
1200,36,88577,782,9640,36,14.29,employed,0,0
